gen,best_fitness,mean_fitness,viable_count,champ_train_sortino,champ_train_trades,champ_train_pf,champ_train_dd,champ_holdout_sortino,champ_holdout_trades,champ_holdout_pf
0,0.9078888094706313,0.4374360256283026,13,1.5113916526662043,113,1.543519363139242,-0.14477505988808614,0.14409204238794934,57,1.0076956954803955
1,1.2421247827985253,0.41692391125947575,47,1.5592872252376648,65,1.8859608544469797,-0.07770261179283333,0.984798716291177,32,1.4418453389547838
2,1.4443969419467202,0.7216666660978562,45,1.686244941749284,62,1.9640027803020164,-0.10378822671137466,-0.11530554797461995,30,0.87575960081243
3,1.8582096912874562,0.9248610460878409,68,2.238713427366087,117,1.8384021417006178,-0.026197158459073444,0.5659045020363909,62,1.1524127381449032
4,2.249660479597854,0.9969198903409234,62,2.880504702472802,73,2.5279221672405643,-0.11257494199951146,0.1344613723721442,45,0.9842426081897969
5,2.249660479597854,1.1167907830130426,64,2.880504702472802,73,2.5279221672405643,-0.11257494199951146,0.1344613723721442,45,0.9842426081897969
6,2.249660479597854,1.188203240268286,64,2.880504702472802,73,2.5279221672405643,-0.11257494199951146,0.1344613723721442,45,0.9842426081897969
7,2.249660479597854,1.1675270248131546,76,2.880504702472802,73,2.5279221672405643,-0.11257494199951146,0.1344613723721442,45,0.9842426081897969
8,2.249660479597854,1.3105345924565226,67,2.880504702472802,73,2.5279221672405643,-0.11257494199951146,0.1344613723721442,45,0.9842426081897969
9,2.314002945924419,1.5119595951568117,66,2.8471590258962487,73,2.5046113753887647,-0.11199916302448398,0.7206962978441318,43,1.234810284984799
10,2.39781903574038,1.592374216515778,68,3.0675020065323406,71,2.7238756284307035,-0.10861853996700177,0.5052505525748173,44,1.0979183632192717
11,2.441666201497536,1.5673480019042174,71,3.0997393024343722,71,2.6664853619701776,-0.10834702774327487,0.2378611977925815,46,1.0165787330187097
12,2.446800538171685,1.614367403724864,64,2.9977485862611744,74,2.5528116742127143,-0.11199916302448376,0.7206962978441203,43,1.234815617211914
13,2.446800538171685,1.6513212864816695,68,2.9977485862611744,74,2.5528116742127143,-0.11199916302448376,0.7206962978441203,43,1.234815617211914
14,2.4869351987623065,1.6252469702694132,67,2.981071428278033,78,2.531942679807014,-0.10808823587109107,0.8255665131629193,44,1.2704394881726429
