entry_date,exit_date,direction,entry,exit,stop,target,bars_held,pnl_$,pnl_%_equity,exit_reason
2020-12-31,2021-01-04,long,12816.58984375,12660.067278180804,12660.067278180804,13129.634974888391,1,-418.715035577266,-3.245650008300254,stop
2021-01-11,2021-01-21,long,12939.73046875,13393.076381138391,12713.057512555804,13393.076381138391,7,727.5491240337158,5.8287436134507695,target
2021-01-25,2021-01-29,long,13297.7900390625,12907.82163783482,12907.82163783482,14077.726841517859,4,-409.80255335707625,-3.102298981126668,stop
2021-02-12,2021-02-18,long,13664.7001953125,13531.516357421875,13531.516357421875,13931.06787109375,3,-423.39316181862006,-3.3078008655945417,stop
2021-04-07,2021-05-05,long,13551.599609375,13503.3701171875,13209.535191127232,14235.728445870536,20,-67.060201405252,-0.5418373426270106,timeout
2021-06-01,2021-06-08,long,13614.5400390625,13907.066057477678,13468.277029854911,13907.066057477678,5,704.1894120042051,5.720752223419533,target
2021-06-25,2021-07-02,long,14337.650390625,14584.733677455359,14214.10874720982,14584.733677455359,5,735.5056704555532,5.6518343937896,target
2021-07-28,2021-08-23,long,14948.0400390625,15337.795828683036,14753.162144252232,15337.795828683036,18,793.3062510025175,5.769886060392599,target
2021-08-26,2021-09-20,long,15319.5498046875,15027.59681919643,15027.59681919643,15903.455775669641,16,-459.1639186572537,-3.1574179806271174,stop
2021-10-22,2021-11-01,long,15320.6201171875,15864.96533203125,15048.447509765625,15864.96533203125,6,821.2109657193106,5.8311297349614595,target
2021-11-09,2021-11-10,long,16302.0595703125,16072.488874162946,16072.488874162946,16761.20096261161,1,-478.8843896463854,-3.2130331942674313,stop
2021-12-29,2022-01-04,long,16458.490234375,16214.027866908482,16214.027866908482,16947.414969308036,4,-461.9025786183868,-3.2019757528114727,stop
2022-01-04,2022-01-05,long,16188.0302734375,15859.019984654018,15859.019984654018,16846.050851004464,1,-439.52065414114304,-3.147606602212589,stop
2022-01-05,2022-01-10,long,15947.5595703125,15523.226457868304,15523.226457868304,16796.22579520089,3,-420.97194194098233,-3.1127479268241864,stop
2022-01-11,2022-01-12,long,15518.58984375,15878.64892578125,15338.560302734375,15878.64892578125,1,752.3043743329089,5.741399276648662,target
2022-02-10,2022-02-11,long,14749.490234375,14231.23451450893,14231.23451450893,15786.001674107141,1,-427.49347954143667,-3.085379608959376,stop
2022-03-30,2022-04-06,long,15039.6103515625,14636.675955636161,14636.675955636161,15845.479143415178,5,-417.8749866024868,-3.111975625587784,stop
2022-06-01,2022-06-10,long,12482.3203125,12136.356201171875,12136.356201171875,13174.24853515625,7,-404.384737503855,-3.1082394378819944,stop
2022-06-30,2022-07-07,long,11446.98046875,12081.00537109375,11129.968017578125,12081.00537109375,4,742.6869393764918,5.891673209429773,target
2022-07-11,2022-07-13,long,11897.509765625,11634.387765066964,11634.387765066964,12423.753766741072,2,-418.55886438212184,-3.1356501137159842,stop
2022-07-22,2022-07-26,long,12351.419921875,12114.374720982143,12114.374720982143,12825.510323660714,2,-408.10655226412274,-3.1563172746212795,stop
2022-08-02,2022-08-04,long,12833.16015625,13320.763113839286,12589.358677455357,13320.763113839286,2,731.5301228767614,5.842086763956101,target
2022-08-08,2022-08-15,long,13170.4404296875,13660.907087053572,12925.207101004464,13660.907087053572,5,773.842110216884,5.838882742809682,target
2022-08-19,2022-08-22,long,13271.349609375,12970.427315848214,12970.427315848214,13873.194196428572,1,-439.37175766299134,-3.1323067439155383,stop
2022-10-07,2022-10-13,long,10997.669921875,10585.04638671875,10585.04638671875,11822.9169921875,4,-418.4964326378925,-3.079959107890274,stop
2022-11-21,2022-12-20,long,11535.5595703125,11072.419921875,10857.39076450893,12891.897181919641,20,-276.5288154425344,-2.099809976272931,timeout
2023-01-25,2023-02-01,long,11617.830078125,12302.171805245536,11275.659214564732,12302.171805245536,5,760.4296068122147,5.898140099154772,target
2023-02-08,2023-02-10,long,12520.9501953125,12318.81480189732,12318.81480189732,12925.220982142859,2,-434.9655725729494,-3.1858301505307614,stop
2023-03-20,2023-03-31,long,12444.080078125,13043.369838169641,12144.43519810268,13043.369838169641,9,776.6216566968842,5.875411719927955,target
2023-04-05,2023-04-25,long,12968.0,12754.80078125,12754.80078125,13394.3984375,13,-445.38091912593495,-3.182477216511845,stop
2023-05-02,2023-05-18,long,13096.9404296875,13621.39599609375,12834.712646484375,13621.39599609375,12,792.6626737347304,5.850165299766777,target
2023-05-23,2023-05-24,long,13763.900390625,13529.825090680804,13529.825090680804,14232.050990513391,1,-455.56198460987565,-3.176403495720048,stop
2023-06-07,2023-06-15,long,14301.080078125,15132.269182477678,13885.485525948661,15132.269182477678,6,818.8549136213478,5.896766596169983,target
2023-06-26,2023-06-30,long,14770.1396484375,15185.6240234375,14562.3974609375,15185.6240234375,4,850.9558857250548,5.786704763829867,target
2023-07-20,2023-08-04,long,15531.0,15269.83984375,15269.83984375,16053.3203125,11,-494.44321703808237,-3.178407765828559,stop
2023-09-01,2023-09-07,long,15466.41015625,15274.719935825893,15274.719935825893,15849.790597098214,3,-488.3139903594592,-3.242053195859932,stop
2023-09-11,2023-09-20,long,15341.9404296875,14975.052664620536,14975.052664620536,16075.715959821428,7,-455.4892546366913,-3.1254493217582815,stop
2023-10-12,2023-10-13,long,15119.6201171875,14952.353550502232,14952.353550502232,15454.153250558036,1,-461.82711889497045,-3.2711770872711847,stop
2023-12-04,2023-12-13,long,15765.3095703125,16407.832449776786,15444.048130580357,16407.832449776786,7,799.2700144860154,5.852780561680943,target
2024-01-23,2024-02-21,long,17309.869140625,17478.91015625,16883.78104073661,18162.045340401783,20,154.4294548974797,1.0683082666996742,timeout
2024-02-27,2024-03-26,long,17902.779296875,18210.5390625,17367.97530691964,18972.387276785717,20,237.55213296994862,1.6259619885352012,timeout
2024-05-09,2024-05-16,long,18061.609375,18611.1376953125,17786.84521484375,18611.1376953125,5,861.569773041008,5.802795138586536,target
2024-05-17,2024-05-31,long,18553.30078125,18235.453194754464,18235.453194754464,19188.995954241072,9,-498.7809130405247,-3.1751150699536037,stop
2024-06-07,2024-06-17,long,18978.859375,19757.060128348217,18589.75899832589,19757.060128348217,6,890.360066322715,5.853671233598709,target
2024-06-20,2024-06-24,long,19837.859375,19548.282645089286,19548.282645089286,20417.012834821428,2,-516.1092628947737,-3.2055192008810587,stop
2024-06-24,2024-07-05,long,19473.7109375,20215.598353794645,19102.767229352678,20215.598353794645,8,910.5275439092088,5.842506742857875,target
2024-07-11,2024-07-17,long,20201.5,19908.99637276786,19908.99637276786,20786.507254464283,4,-529.0283957842382,-3.207192302445884,stop
2024-08-27,2024-09-03,long,19376.720703125,18929.581194196428,18929.581194196428,20270.999720982145,4,-499.73761136369086,-3.130004530909526,stop
2024-09-20,2024-10-14,long,19723.939453125,20350.0478515625,19410.88525390625,20350.0478515625,16,898.7442671371533,5.810985386853003,target
2024-10-16,2024-10-22,long,20047.859375,20427.376813616072,19858.100655691964,20427.376813616072,4,930.03387244933,5.68305236068036,target
2024-10-29,2024-10-31,long,20344.8203125,20139.670828683036,20139.670828683036,20755.119280133928,2,-570.3072063649122,-3.297512135063209,stop
2024-11-11,2024-11-15,long,21050.3203125,20660.4150390625,20660.4150390625,21830.130859375,4,-528.8312930274071,-3.161964880291937,stop
2024-11-15,2024-12-11,long,20526.640625,21631.0146484375,19974.45361328125,21631.0146484375,17,953.6944908426161,5.888479952320274,target
2025-01-24,2025-01-27,long,21722.0390625,21438.8447265625,21438.8447265625,22288.427734375,1,-553.9521175209082,-3.2301109482708075,stop
2025-01-28,2025-01-31,long,21087.849609375,21702.6689453125,20780.43994140625,21702.6689453125,3,961.5875766130591,5.794204426795854,target
2025-02-03,2025-02-07,long,21024.26953125,21843.086356026783,20614.86111886161,21843.086356026783,4,1026.3875584880275,5.8459415911221795,target
2025-02-20,2025-02-21,long,22010.349609375,21608.510811941964,21608.510811941964,22814.027204241072,1,-588.0467047522467,-3.1643222338159833,stop
2025-03-26,2025-03-28,long,20164.0703125,19539.503836495536,19539.503836495536,21413.203264508928,2,-557.2978230278642,-3.0968547196520806,stop
2025-05-07,2025-05-12,long,19763.140625,20591.559709821428,19348.931082589286,20591.559709821428,3,1021.337613490485,5.856861284436053,target
2025-05-15,2025-06-13,long,21199.849609375,21631.0390625,20684.385672433036,22230.777483258928,20,440.4729197588977,2.3861394025812466,timeout
2025-06-13,2025-06-24,long,21607.330078125,22102.735770089283,21359.62723214286,22102.735770089283,6,1084.547010702389,5.738307446661115,target
2025-07-09,2025-07-21,long,22736.080078125,23191.120256696428,22508.559988839286,23191.120256696428,8,1139.1680110510288,5.7002100322283145,target
2025-07-22,2025-07-29,long,23018.359375,23403.616629464283,22825.73074776786,23403.616629464283,5,1191.7036752393624,5.641511860842054,target
2025-07-29,2025-07-31,long,23299.810546875,23178.70486886161,23178.70486886161,23542.021902901783,2,-798.2663648290753,-3.577177162848598,stop
2025-07-31,2025-08-01,long,23193.990234375,23077.131975446428,23077.131975446428,23427.706752232145,1,-773.640422814756,-3.59543905018862,stop
2025-08-19,2025-08-20,long,23437.609375,23190.642508370536,23190.642508370536,23931.543108258928,1,-681.3672305544461,-3.2847055116526773,stop
2025-08-26,2025-09-02,long,23382.189453125,23134.186383928572,23134.186383928572,23878.195591517855,4,-658.613176257665,-3.282845565527322,stop
2025-09-02,2025-09-03,long,23008.140625,23325.777483258928,22849.322195870536,23325.777483258928,1,1079.8884763898043,5.56538783154231,target
2025-09-09,2025-09-15,long,23725.0390625,24185.797572544645,23494.659807477678,24185.797572544645,4,1165.729011406807,5.69105240321832,target
2025-09-24,2025-10-06,long,24469.279296875,25043.106724330355,24182.365583147322,25043.106724330355,8,1243.5657744715047,5.744146639291352,target
2025-10-10,2025-10-13,long,24244.2109375,24699.056919642855,24016.787946428572,24699.056919642855,1,1300.356038910984,5.680187862846037,target
2025-10-30,2025-11-06,long,25864.490234375,25205.445172991072,25205.445172991072,27182.580357142855,5,-754.2798805344929,-3.117736214486133,stop
2025-12-12,2025-12-17,long,25280.9609375,24896.870186941964,24896.870186941964,26049.142438616072,3,-749.4500080875769,-3.197460841486835,stop
2025-12-31,2026-01-20,long,25401.58984375,25012.07400948661,25012.07400948661,26180.621512276783,12,-725.0734353535724,-3.195639722003497,stop
2026-04-20,2026-04-30,long,26481.240234375,27458.813616071428,25992.453543526786,27458.813616071428,8,1282.1639992734852,5.837467504351924,target
2026-04-30,2026-05-04,long,27158.880859375,27811.635602678572,26832.503487723214,27811.635602678572,2,1336.7605606231236,5.7503606265171685,target
2026-05-12,2026-05-13,long,28751.2109375,29440.247488839283,28406.69266183036,29440.247488839283,1,1413.4519330775233,5.749639891686882,target
2026-05-13,2026-05-19,long,29143.19921875,28615.34109933036,28615.34109933036,30198.915457589283,4,-822.9615941374765,-3.165630866400948,stop
