swing_n,rr,risk,min_fvg_pct,allow_short,cagr,max_dd,sharpe,win_rate,profit_factor,n_trades,final
3,3.0,0.02,0.0015,True,0.1108057296444076,-0.30142044152764547,0.7612586583449008,0.384180790960452,1.6404819174184562,354,8152.924027905991
5,3.0,0.02,0.001,False,0.11068174381240636,-0.23305095134534748,0.8764108374719359,0.4344262295081967,1.8008607859112822,244,8134.771891057067
2,3.0,0.02,0.0015,False,0.1103003476506823,-0.21523044591114027,0.9203507023519452,0.45,1.97235656275917,220,8079.1739928163815
5,2.0,0.02,0.0015,False,0.10988661815566192,-0.18375378749054638,1.008449116134725,0.5109489051094891,1.7956801807421514,274,8019.270940373934
5,2.0,0.03,0.003,True,0.10979558542302437,-0.3739189328115379,0.6450091601475528,0.4358288770053476,1.4668865623338982,374,8006.1472448586455
3,1.5,0.02,0.001,False,0.10825474501929055,-0.19355222982443332,1.0726907157532448,0.5785953177257525,1.638142035260631,299,7787.0839769657305
3,3.0,0.02,0.001,False,0.10750667786385049,-0.22448155470032827,0.8640324477229596,0.4309623430962343,1.764512863006248,239,7682.795088714939
5,1.5,0.02,0.001,False,0.10681971784064759,-0.18140191684931373,1.0430594000661315,0.5751633986928104,1.6912765413601045,306,7588.19499366691
5,3.0,0.02,0.0015,False,0.10681016795963827,-0.2330509513453477,0.8613171995990161,0.4345991561181435,1.8375468475886516,237,7586.887727237735
2,1.5,0.02,0.001,False,0.10626095273175351,-0.1398642729207692,1.0718525685245377,0.5782312925170068,1.6838248257627189,294,7512.065508057834
2,3.0,0.02,0.001,False,0.1058583992650326,-0.23134002737832837,0.8675933639688811,0.4391304347826087,1.8320315874725215,230,7457.669464541477
3,1.5,0.02,0.0015,False,0.10461229524896942,-0.19355222982443343,1.0582842714503073,0.578397212543554,1.6717107765167971,287,7291.648373610517
2,3.0,0.02,0.0015,True,0.10397240129060159,-0.40466479725643145,0.7289213787411681,0.38372093023255816,1.6201688343070475,344,7207.7642793403975
2,1.5,0.02,0.0015,False,0.10387512634838703,-0.1398642729207693,1.0719956813913463,0.5800711743772242,1.7265972645307561,281,7195.092997800999
3,3.0,0.02,0.001,True,0.10317705880857564,-0.3014204415276456,0.707926764441279,0.3774104683195592,1.5498578768588125,363,7104.779773614507
2,3.0,0.02,0.001,True,0.10254229969772033,-0.3846784759834012,0.709425763564502,0.38028169014084506,1.5536245568139275,355,7023.5928375425965
5,1.5,0.02,0.0015,False,0.10193453714272538,-0.18140191684931395,1.014956053234329,0.5728813559322034,1.70695920657808,295,6946.685254014078
2,2.0,0.02,0.001,True,0.10056606805879853,-0.1898914219933372,0.7822015855945063,0.44878048780487806,1.4333200253142229,410,6776.4342567834665
